stockNum,stockName,cost,strikePrice,lastFinalPrice,date
2344,華邦電子股份有限公司,18.1,15.85,15.15,20201022
2344,華邦電子股份有限公司,18.1,17.4,15.85,20201023
2344,華邦電子股份有限公司,18.1,18.6,17.4,20201026
2344,華邦電子股份有限公司,18.1,17.8,18.6,20201027
2344,華邦電子股份有限公司,18.1,17.2000,17.8,20201028
2344,華邦電子股份有限公司,18.1,17.2000,17.2000,20201029
2344,華邦電子股份有限公司,18.1,17.2000,17.2000,20201030
